Freq[Hz]     dBSPL  Phase[Deg]
2751.68     90.155  -122.382
2791.70     89.861  -121.783
2832.31     89.630  -121.508
2873.50     89.437  -121.576
2915.30     89.258  -121.958
2957.70     89.085  -122.613
3000.72     88.912  -123.530
3044.37     88.720  -124.666
3088.65     88.508  -125.965
3133.58     88.271  -127.398
3179.16     87.993  -128.878
3225.40     87.685  -130.316
3272.31     87.351  -131.674
3319.91     86.992  -132.911
3368.20     86.617  -133.982
3417.19     86.247  -134.919
3466.89     85.876  -135.774
3517.32     85.498  -136.536
3568.48     85.125  -137.220
3620.39     84.740  -137.823
3673.05     84.343  -138.281
3726.47     83.947  -138.567
3780.67     83.550  -138.662
3835.67     83.173  -138.572
3891.46     82.825  -138.385
3948.06     82.504  -138.186
4005.49     82.198  -138.014
4063.75     81.894  -137.859
4122.86     81.576  -137.646
4182.82     81.247  -137.256
4243.66     80.929  -136.635
4305.39     80.645  -135.821
4368.01     80.413  -134.924
4431.55     80.236  -134.087
4496.01     80.098  -133.431
4561.40     79.976  -133.011
4627.75     79.835  -132.753
4695.06     79.672  -132.504
4763.35     79.504  -132.183
4832.64     79.341  -131.790
4902.93     79.192  -131.352
4974.24     79.066  -130.947
5046.60     78.936  -130.618
5120.00     78.771  -130.218
5194.47     78.585  -129.544
5270.03     78.401  -128.476
5346.68     78.249  -126.926
5424.45     78.197  -124.943
5503.35     78.291  -122.802
5583.40     78.532  -120.845
5664.61     78.884  -119.303
5747.01     79.320  -118.304
5830.60     79.814  -117.844
5915.41     80.376  -117.849
6001.45     81.082  -118.574
6088.74     81.831  -120.233
6177.30     82.676  -123.078
6267.15     83.551  -127.804
6358.31     84.222  -134.485
6450.80     84.616  -142.516
6544.62     84.708  -151.265
6639.82     84.451  -159.823
6736.40     83.915  -167.279
6834.38     83.215  -173.176
6933.79     82.516  -177.538
7034.64     81.960   179.099
7136.96     81.625   175.883
7240.77     81.490   171.926
7346.09     81.465   166.477
7452.94     81.378   159.125
7561.35     81.018   150.263
7671.33     80.286   140.945
7782.91     79.145   132.324
7896.12     77.593   125.435
8010.97     75.728   120.976
8127.49     73.713   119.148
8245.71     71.646   119.896
8365.65     69.658   123.055
8487.33     67.847   128.214
8610.78     66.302   134.831
8736.03     65.086   142.437
8863.09     64.235   150.622
8992.01     63.726   159.117
9122.80     63.616   167.604
9255.50     63.947   175.435
9390.12     64.681  -178.175
9526.70     65.688  -174.033
9665.27     66.783  -172.791
9805.86     67.738  -174.456
9948.49     68.454  -178.497
10093.2     68.873   175.793
10240.0     68.964   169.237
10388.9     68.724   162.719
10540.1     68.228   156.911
10693.4     67.523   152.196
10848.9     66.702   148.756
11006.7     65.868   146.430
11166.8     65.095   144.827
11329.2     64.391   143.564
11494.0     63.763   142.321
11661.2     63.149   140.905
11830.8     62.512   139.320
12002.9     61.792   137.767
12177.5     60.999   136.491
12354.6     60.129   135.651
12534.3     59.218   135.275
12716.6     58.255   135.397
12901.6     57.235   136.286
13089.2     56.183   138.251
13279.6     55.124   141.482
13472.8     54.141   145.937
13668.8     53.373   151.254
13867.6     52.902   156.766
14069.3     52.701   161.813
14273.9     52.661   166.097
14481.5     52.724   169.576
14692.2     52.819   172.453
14905.9     53.073   174.554
15122.7     53.377   175.368
15342.7     53.610   174.960
15565.8     53.790   173.350
15792.2     53.778   170.667
16021.9     53.520   167.616
16255.0     53.085   164.704
16491.4     52.461   162.250
16731.3     51.707   160.537
16974.7     50.832   159.745
17221.6     49.851   160.142
17472.1     48.819   161.964
17726.2     47.839   165.203
17984.0     47.010   169.545
18245.6     46.408   174.528
18511.0     46.086   179.527
18780.2     46.004  -176.126
19053.4     46.052  -172.820
19330.5     46.142  -170.704
19611.7     46.159  -169.686
19897.0     46.006  -169.244
20186.4     45.692  -168.743
20480.0     45.225  -167.651
20777.9     44.646  -165.434
21080.1     44.112  -161.949
21386.7     43.742  -157.577
21697.8     43.605  -152.903
22013.4     43.708  -148.614
22333.6     43.945  -145.198
22658.4     44.224  -142.803
22988.0     44.449  -141.260
23322.4     44.596  -140.216
23661.6     44.654  -139.315
24005.8     44.632  -138.171
24355.0     44.606  -136.548
24709.2     44.645  -134.492
25068.6     44.806  -132.217
25433.2     45.136  -130.137
25803.2     45.609  -128.796
26178.5     46.127  -128.538
26559.3     46.608  -129.362
26945.6     47.005  -131.069
27337.5     47.295  -133.358
27735.2     47.489  -135.956
28138.6     47.607  -138.725
28547.9     47.655  -141.594
28963.1     47.649  -144.530
29384.4     47.595  -147.560
29811.8     47.475  -150.639
30245.4     47.307  -153.694
30685.3     47.115  -156.786
31131.7     46.901  -160.092
31584.5     46.642  -163.745
32043.9     46.315  -167.870
32510.0     45.813  -172.237
32982.8     45.127  -176.363
33462.6     44.213  -179.743
33949.3     43.078   178.306
34443.1     41.859   178.061
34944.1     40.638   179.444
35452.4     39.475  -177.607
35968.0     38.560  -173.560
36491.2     37.856  -169.021
37022.0     37.427  -164.492
37560.5     37.200  -160.484
38106.8     37.099  -157.415
38661.1     37.046  -155.174
39223.4     37.012  -153.777
39793.9     36.969  -152.854
