Freq[Hz]     dBSPL  Phase[Deg]
162.327     86.209    32.399
164.688     86.240    32.235
167.084     86.272    32.098
169.514     86.306    31.981
171.980     86.344    31.889
174.481     86.392    31.792
177.019     86.446    31.661
179.594     86.500    31.499
182.206     86.555    31.297
184.856     86.606    31.071
187.545     86.655    30.836
190.273     86.702    30.589
193.041     86.748    30.332
195.849     86.792    30.065
198.697     86.833    29.787
201.587     86.874    29.490
204.520     86.911    29.161
207.494     86.934    28.827
210.512     86.946    28.529
213.574     86.947    28.300
216.681     86.942    28.198
219.833     86.960    28.180
223.030     86.994    28.146
226.274     87.037    28.050
229.565     87.073    27.890
232.905     87.093    27.729
236.292     87.100    27.638
239.729     87.103    27.662
243.216     87.118    27.800
246.754     87.160    27.971
250.343     87.212    28.112
253.984     87.272    28.224
257.678     87.333    28.318
261.426     87.394    28.430
265.229     87.460    28.585
269.087     87.541    28.787
273.001     87.650    28.994
276.972     87.794    29.090
281.000     87.954    28.986
285.088     88.113    28.665
289.234     88.254    28.151
293.441     88.365    27.538
297.709     88.452    26.918
302.040     88.524    26.342
306.433     88.595    25.804
310.890     88.669    25.259
315.412     88.736    24.691
320.000     88.800    24.096
324.655     88.853    23.476
329.377     88.897    22.852
334.168     88.929    22.243
339.028     88.952    21.667
343.959     88.969    21.126
348.962     88.976    20.628
354.038     88.973    20.214
359.188     88.972    19.892
364.412     88.976    19.649
369.713     88.991    19.461
375.090     89.020    19.280
380.546     89.056    19.050
386.081     89.076    18.806
391.697     89.083    18.655
397.394     89.089    18.653
403.175     89.106    18.838
409.039     89.167    19.184
414.989     89.296    19.519
421.025     89.485    19.625
427.149     89.705    19.359
433.362     89.921    18.684
439.665     90.110    17.646
446.060     90.251    16.353
452.548     90.341    14.949
459.131     90.395    13.498
465.809     90.402    12.037
472.584     90.360    10.662
479.458     90.267     9.505
486.432     90.145     8.686
493.507     90.032     8.197
500.686     89.938     7.967
507.968     89.891     7.878
515.357     89.896     7.697
522.853     89.889     7.386
530.458     89.879     7.048
538.174     89.862     6.682
546.002     89.816     6.387
553.943     89.779     6.220
562.001     89.745     6.141
570.175     89.716     6.169
578.469     89.710     6.277
586.883     89.717     6.436
595.419     89.753     6.613
604.080     89.815     6.721
612.866     89.888     6.722
621.780     89.966     6.627
630.824     90.044     6.450
640.000     90.111     6.256
649.309     90.196     6.053
658.753     90.288     5.769
668.335     90.384     5.396
678.056     90.486     4.905
687.919     90.579     4.280
697.925     90.658     3.543
708.077     90.712     2.726
718.376     90.736     1.907
728.825     90.733     1.181
739.426     90.715     0.606
750.181     90.702     0.168
761.093     90.695    -0.161
772.163     90.707    -0.434
783.394     90.728    -0.724
794.789     90.735    -0.974
806.349     90.747    -1.098
818.078     90.780    -1.114
829.977     90.841    -1.059
842.050     90.947    -1.010
854.298     91.105    -1.138
866.724     91.284    -1.575
879.330     91.459    -2.333
892.120     91.616    -3.414
905.097     91.715    -4.723
918.262     91.757    -6.068
931.618     91.750    -7.301
945.169     91.710    -8.312
958.917     91.660    -9.054
972.864     91.627    -9.571
987.015     91.624    -9.956
1001.37     91.651   -10.325
1015.94     91.698   -10.775
1030.71     91.735   -11.294
1045.71     91.759   -11.777
1060.92     91.783   -12.135
1076.35     91.829   -12.329
1092.00     91.941   -12.490
1107.89     92.110   -12.869
1124.00     92.294   -13.599
1140.35     92.475   -14.721
1156.94     92.603   -16.143
1173.77     92.676   -17.632
1190.84     92.728   -19.089
1208.16     92.759   -20.513
1225.73     92.781   -21.911
1243.56     92.796   -23.341
1261.65     92.781   -24.793
1280.00     92.740   -26.200
1298.62     92.669   -27.489
1317.51     92.582   -28.599
1336.67     92.495   -29.530
1356.11     92.408   -30.299
1375.84     92.334   -30.921
1395.85     92.280   -31.457
1416.15     92.235   -31.940
1436.75     92.206   -32.380
1457.65     92.189   -32.800
1478.85     92.184   -33.216
1500.36     92.186   -33.640
1522.19     92.191   -34.059
1544.33     92.196   -34.442
1566.79     92.215   -34.784
1589.58     92.242   -35.097
1612.70     92.283   -35.392
1636.16     92.333   -35.698
1659.95     92.382   -35.984
1684.10     92.433   -36.178
1708.60     92.503   -36.258
1733.45     92.602   -36.255
1758.66     92.731   -36.198
1784.24     92.893   -36.095
1810.19     93.107   -36.010
1836.52     93.352   -35.966
1863.24     93.650   -35.948
1890.34     94.008   -36.027
1917.83     94.438   -36.283
1945.73     94.941   -36.756
1974.03     95.569   -37.658
2002.74     96.284   -39.349
2031.87     97.012   -41.963
2061.43     97.750   -45.582
2091.41     98.448   -50.393
2121.83     98.998   -56.391
2152.69     99.436   -63.199
2184.01     99.736   -70.747
2215.77     99.845   -78.819
2248.00     99.743   -87.003
2280.70     99.452   -94.909
2313.87     98.998  -102.267
2347.53     98.438  -109.023
2381.68     97.778  -115.162
2416.32     97.066  -120.749
2451.46     96.245  -125.718
2487.12     95.296  -129.621
2523.30     94.309  -132.303
2560.00     93.287  -133.764
2597.24     92.319  -134.027
2635.01     91.545  -133.529
2673.34     90.905  -132.678
2712.23     90.450  -131.766
2751.68     90.102  -131.056
2791.70     89.852  -130.637
2832.31     89.663  -130.597
2873.50     89.509  -130.952
2915.30     89.365  -131.671
2957.70     89.221  -132.702
3000.72     89.070  -134.026
3044.37     88.893  -135.589
3088.65     88.688  -137.326
3133.58     88.450  -139.195
3179.16     88.164  -141.097
3225.40     87.842  -142.934
3272.31     87.488  -144.664
3319.91     87.106  -146.236
3368.20     86.706  -147.603
3417.19     86.310  -148.799
3466.89     85.914  -149.878
3517.32     85.513  -150.834
3568.48     85.120  -151.687
3620.39     84.719  -152.445
3673.05     84.309  -153.051
3726.47     83.904  -153.483
3780.67     83.500  -153.727
3835.67     83.120  -153.826
3891.46     82.772  -153.916
3948.06     82.449  -153.992
4005.49     82.141  -154.094
4063.75     81.833  -154.218
4122.86     81.510  -154.285
4182.82     81.174  -154.176
4243.66     80.848  -153.837
4305.39     80.553  -153.300
4368.01     80.307  -152.667
4431.55     80.115  -152.075
4496.01     79.962  -151.643
4561.40     79.825  -151.420
4627.75     79.672  -151.332
4695.06     79.501  -151.238
4763.35     79.331  -151.063
4832.64     79.171  -150.822
4902.93     79.032  -150.557
4974.24     78.919  -150.361
5046.60     78.805  -150.284
5120.00     78.655  -150.180
5194.47     78.482  -149.848
5270.03     78.307  -149.153
5346.68     78.158  -147.993
5424.45     78.103  -146.402
5503.35     78.189  -144.643
5583.40     78.428  -143.009
5664.61     78.786  -141.776
5747.01     79.226  -141.119
5830.60     79.723  -141.022
5915.41     80.284  -141.402
6001.45     80.987  -142.511
6088.74     81.730  -144.552
6177.30     82.569  -147.776
6267.15     83.437  -152.884
6358.31     84.100  -159.947
6450.80     84.485  -168.360
6544.62     84.567  -177.492
6639.82     84.298   173.576
6736.40     83.751   165.759
6834.38     83.041   159.514
6933.79     82.335   154.811
7034.64     81.776   151.106
7136.96     81.442   147.526
7240.77     81.310   143.170
7346.09     81.275   137.325
7452.94     81.178   129.600
7561.35     80.813   120.373
7671.33     80.082   110.676
7782.91     78.946   101.637
7896.12     77.400    94.285
8010.97     75.539    89.321
8127.49     73.521    86.956
8245.71     71.447    87.163
8365.65     69.446    89.795
8487.33     67.620    94.443
8610.78     66.061   100.573
8736.03     64.832   107.704
8863.09     63.971   115.414
8992.01     63.453   123.422
9122.80     63.334   131.364
9255.50     63.652   138.652
9390.12     64.373   144.510
9526.70     65.366   148.131
9665.27     66.449   148.867
9805.86     67.395   146.701
9948.49     68.107   142.138
10093.2     68.525   135.873
10240.0     68.614   128.715
10388.9     68.367   121.563
10540.1     67.859   115.122
10693.4     67.139   109.783
10848.9     66.311   105.717
11006.7     65.466   102.743
11166.8     64.679   100.490
11329.2     63.960    98.587
11494.0     63.317    96.700
11661.2     62.690    94.632
11830.8     62.038    92.381
12002.9     61.303    90.163
12177.5     60.496    88.221
12354.6     59.615    86.693
12534.3     58.688    85.628
12716.6     57.710    85.074
12901.6     56.682    85.262
13089.2     55.622    86.461
13279.6     54.549    88.879
13472.8     53.543    92.520
13668.8     52.748    97.062
13867.6     52.254   101.827
14069.3     52.035   106.113
14273.9     51.974   109.598
14481.5     52.015   112.276
14692.2     52.090   114.345
14905.9     52.324   115.616
15122.7     52.609   115.581
15342.7     52.820   114.299
15565.8     52.977   111.803
15792.2     52.939   108.227
16021.9     52.657   104.275
16255.0     52.197   100.436
16491.4     51.545    97.045
16731.3     50.760    94.400
16974.7     49.855    92.686
17221.6     48.848    92.142
17472.1     47.789    92.983
17726.2     46.779    95.244
17984.0     45.921    98.590
18245.6     45.289   102.544
18511.0     44.933   106.484
18780.2     44.812   109.778
19053.4     44.822   112.047
19330.5     44.875   113.106
19611.7     44.853   113.061
19897.0     44.665   112.410
20186.4     44.313   111.775
20480.0     43.802   111.725
20777.9     43.180   112.796
21080.1     42.601   115.120
21386.7     42.185   118.301
21697.8     41.998   121.793
22013.4     42.054   124.894
22333.6     42.243   127.077
22658.4     42.470   128.228
22988.0     42.643   128.526
23322.4     42.738   128.291
23661.6     42.738   127.873
24005.8     42.654   127.727
24355.0     42.569   128.042
24709.2     42.546   128.763
25068.6     42.642   129.686
25433.2     42.908   130.412
25803.2     43.315   130.340
26178.5     43.759   129.187
26559.3     44.163   126.938
26945.6     44.487   123.829
27337.5     44.703   120.069
27735.2     44.816   115.985
28138.6     44.851   111.721
28547.9     44.813   107.340
28963.1     44.718   102.889
29384.4     44.573    98.322
29811.8     44.360    93.690
30245.4     44.095    89.054
30685.3     43.800    84.370
31131.7     43.483    79.466
31584.5     43.116    74.191
32043.9     42.677    68.438
32510.0     42.061    62.418
32982.8     41.255    56.629
33462.6     40.218    51.584
33949.3     38.956    47.922
34443.1     37.602    45.991
34944.1     36.245    45.675
35452.4     34.942    46.902
35968.0     33.879    49.215
36491.2     33.021    52.032
37022.0     32.434    54.857
37560.5     32.045    57.105
38106.8     31.772    58.459
38661.1     31.543    58.976
39223.4     31.323    58.696
39793.9     31.092    57.833
