Freq[Hz]     dBSPL  Phase[Deg]
78.8531     49.397   167.716
80.0000     49.641   167.610
81.1636     49.886   167.503
82.3442     50.130   167.395
83.5419     50.374   167.285
84.7570     50.619   167.173
85.9899     50.863   167.060
87.2406     51.107   166.945
88.5096     51.351   166.828
89.7970     51.596   166.709
91.1031     51.840   166.589
92.4282     52.084   166.467
93.7726     52.329   166.344
95.1366     52.573   166.218
96.5204     52.817   166.091
97.9243     53.061   165.962
99.3486     53.306   165.831
100.794     53.550   165.698
102.260     53.794   165.563
103.747     54.038   165.426
105.256     54.283   165.287
106.787     54.527   165.146
108.340     54.771   165.003
109.916     55.016   164.858
111.515     55.260   164.711
113.137     55.504   164.561
114.783     55.748   164.410
116.452     55.993   164.256
118.146     56.237   164.100
119.865     56.481   163.942
121.608     56.726   163.781
123.377     56.970   163.618
125.171     57.214   163.453
126.992     57.458   163.285
128.839     57.703   163.115
130.713     57.947   162.942
132.615     58.191   162.767
134.543     58.435   162.589
136.500     58.680   162.409
138.486     58.924   162.226
140.500     59.168   162.040
142.544     59.413   161.852
144.617     59.657   161.661
146.721     59.901   161.467
148.855     60.145   161.270
151.020     60.390   161.071
153.217     60.634   160.869
155.445     60.878   160.664
157.706     61.123   160.456
160.000     61.367   160.244
162.327     61.611   160.030
164.688     61.855   159.813
167.084     62.100   159.593
169.514     62.344   159.370
171.980     62.588   159.144
174.481     62.832   158.915
177.019     63.077   158.682
179.594     63.321   158.446
182.206     63.565   158.208
184.856     63.810   157.966
187.545     64.054   157.720
190.273     64.298   157.472
193.041     64.542   157.220
195.849     64.787   156.965
198.697     65.031   156.704
201.587     65.276   156.438
204.520     65.521   156.158
207.494     65.763   155.870
210.512     66.004   155.572
213.574     66.236   155.276
216.681     66.460   155.028
219.833     66.691   154.827
223.030     66.919   154.667
226.274     67.152   154.583
229.565     67.408   154.524
232.905     67.673   154.427
236.292     67.940   154.307
239.729     68.211   154.168
243.216     68.481   154.033
246.754     68.750   153.989
250.343     69.067   153.992
253.984     69.424   153.873
257.678     69.798   153.555
261.426     70.192   152.938
265.229     70.566   151.954
269.087     70.884   150.734
273.001     71.154   149.451
276.972     71.381   148.231
281.000     71.585   147.148
285.088     71.776   146.229
289.234     71.977   145.449
293.441     72.197   144.714
297.709     72.425   143.945
302.040     72.656   143.097
306.433     72.874   142.158
310.890     73.066   141.190
315.412     73.236   140.281
320.000     73.394   139.481
324.655     73.555   138.794
329.377     73.726   138.175
334.168     73.908   137.555
339.028     74.088   136.897
343.959     74.255   136.223
348.962     74.410   135.586
354.038     74.555   135.036
359.188     74.699   134.594
364.412     74.852   134.247
369.713     75.018   133.962
375.090     75.195   133.711
380.546     75.386   133.481
386.081     75.595   133.224
391.697     75.813   132.896
397.394     76.031   132.499
403.175     76.249   132.033
409.039     76.456   131.520
414.989     76.653   131.009
421.025     76.847   130.522
427.149     77.040   130.057
433.362     77.232   129.616
439.665     77.425   129.203
446.060     77.620   128.827
452.548     77.825   128.487
459.131     78.048   128.142
465.809     78.288   127.726
472.584     78.537   127.180
479.458     78.785   126.457
486.432     79.003   125.584
493.507     79.187   124.659
500.686     79.335   123.776
507.968     79.448   123.050
515.357     79.544   122.571
522.853     79.641   122.379
530.458     79.764   122.460
538.174     79.935   122.727
546.002     80.159   123.080
553.943     80.459   123.335
562.001     80.803   123.286
570.175     81.157   122.860
578.469     81.489   122.081
586.883     81.773   121.072
595.419     82.004   120.026
604.080     82.198   119.124
612.866     82.390   118.444
621.780     82.607   117.956
630.824     82.884   117.485
640.000     83.204   116.790
649.309     83.528   115.767
658.753     83.837   114.372
668.335     84.083   112.668
678.056     84.241   110.923
687.919     84.339   109.377
697.925     84.395   108.165
708.077     84.447   107.353
718.376     84.527   106.874
728.825     84.653   106.595
739.426     84.825   106.378
750.181     85.040   106.101
761.093     85.280   105.694
772.163     85.536   105.128
783.394     85.797   104.392
794.789     86.052   103.508
806.349     86.300   102.501
818.078     86.530   101.417
829.977     86.753   100.297
842.050     86.973    99.127
854.298     87.184    97.909
866.724     87.390    96.647
879.330     87.599    95.275
892.120     87.779    93.782
905.097     87.923    92.247
918.262     88.013    90.820
931.618     88.069    89.717
945.169     88.146    89.020
958.917     88.314    88.495
972.864     88.546    87.790
987.015     88.798    86.718
1001.37     89.021    85.248
1015.94     89.162    83.598
1030.71     89.226    82.184
1045.71     89.301    81.155
1060.92     89.414    80.391
1076.35     89.600    79.687
1092.00     89.860    78.707
1107.89     90.139    77.219
1124.00     90.380    75.208
1140.35     90.541    72.796
1156.94     90.563    70.345
1173.77     90.485    68.287
1190.84     90.353    66.814
1208.16     90.210    65.983
1225.73     90.115    65.714
1243.56     90.095    65.791
1261.65     90.126    66.160
1280.00     90.287    66.666
1298.62     90.552    66.949
1317.51     90.876    66.871
1336.67     91.274    66.213
1356.11     91.667    64.764
1375.84     91.990    62.711
1395.85     92.251    60.261
1416.15     92.412    57.598
1436.75     92.492    54.937
1457.65     92.488    52.427
1478.85     92.404    50.304
1500.36     92.288    48.752
1522.19     92.196    47.759
1544.33     92.173    47.154
1566.79     92.247    46.671
1589.58     92.421    45.960
1612.70     92.653    44.678
1636.16     92.849    42.744
1659.95     92.949    40.421
1684.10     92.962    38.022
1708.60     92.902    35.721
1733.45     92.764    33.685
1758.66     92.578    32.079
1784.24     92.358    31.020
1810.19     92.122    30.705
1836.52     91.968    31.170
1863.24     92.013    31.924
1890.34     92.234    32.238
1917.83     92.503    31.741
1945.73     92.746    30.411
1974.03     92.849    28.718
2002.74     92.909    27.124
2031.87     92.945    25.630
2061.43     92.948    24.357
2091.41     93.026    23.131
2121.83     93.117    21.570
2152.69     93.146    19.839
2184.01     93.187    18.025
2215.77     93.200    15.991
2248.00     93.168    13.735
2280.70     93.033    11.416
2313.87     92.780     9.411
2347.53     92.420     8.165
2381.68     92.031     8.007
2416.32     91.730     8.887
2451.46     91.633    10.286
2487.12     91.739    11.527
2523.30     91.987    12.095
2560.00     92.288    11.663
2597.24     92.515    10.334
2635.01     92.619     8.621
2673.34     92.640     6.952
2712.23     92.614     5.502
2751.68     92.579     4.302
2791.70     92.575     3.216
2832.31     92.599     2.013
2873.50     92.613     0.578
2915.30     92.582    -1.042
2957.70     92.466    -2.607
3000.72     92.282    -3.788
3044.37     92.090    -4.463
3088.65     91.926    -4.688
3133.58     91.838    -4.639
3179.16     91.828    -4.557
3225.40     91.889    -4.642
3272.31     92.006    -5.100
3319.91     92.122    -6.032
3368.20     92.194    -7.339
3417.19     92.202    -8.859
3466.89     92.091   -10.150
3517.32     91.978   -10.913
3568.48     91.927   -11.413
3620.39     91.920   -11.872
3673.05     91.992   -12.545
3726.47     92.080   -13.740
3780.67     92.091   -15.295
3835.67     92.037   -16.884
3891.46     91.930   -18.315
3948.06     91.816   -19.557
4005.49     91.692   -20.688
4063.75     91.553   -21.708
4122.86     91.400   -22.583
4182.82     91.233   -23.257
4243.66     91.064   -23.674
4305.39     90.914   -23.826
4368.01     90.806   -23.788
4431.55     90.751   -23.680
4496.01     90.756   -23.661
4561.40     90.802   -23.877
4627.75     90.872   -24.447
4695.06     90.918   -25.399
4763.35     90.881   -26.478
4832.64     90.792   -27.367
4902.93     90.694   -27.994
4974.24     90.592   -28.328
5046.60     90.559   -28.493
5120.00     90.582   -28.781
5194.47     90.613   -29.224
5270.03     90.679   -29.829
5346.68     90.765   -30.751
5424.45     90.825   -31.999
5503.35     90.841   -33.453
5583.40     90.814   -35.025
5664.61     90.721   -36.561
5747.01     90.586   -37.865
5830.60     90.474   -38.992
5915.41     90.397   -40.239
6001.45     90.266   -41.632
6088.74     90.080   -42.932
6177.30     89.853   -44.052
6267.15     89.550   -44.772
6358.31     89.241   -44.858
6450.80     89.015   -44.517
6544.62     88.839   -44.008
6639.82     88.715   -43.387
6736.40     88.650   -42.724
6834.38     88.652   -42.165
6933.79     88.693   -41.820
7034.64     88.758   -41.693
7136.96     88.846   -41.817
7240.77     88.943   -42.256
7346.09     89.016   -42.983
7452.94     89.050   -43.867
7561.35     89.055   -44.797
7671.33     89.037   -45.720
7782.91     88.998   -46.590
7896.12     88.950   -47.382
8010.97     88.901   -48.114
8127.49     88.851   -48.807
8245.71     88.807   -49.502
8365.65     88.752   -50.217
8487.33     88.673   -50.870
8610.78     88.574   -51.344
8736.03     88.471   -51.529
8863.09     88.408   -51.425
8992.01     88.423   -51.233
9122.80     88.498   -51.190
9255.50     88.600   -51.385
9390.12     88.708   -51.795
9526.70     88.804   -52.289
9665.27     88.917   -52.731
9805.86     89.106   -53.251
9948.49     89.357   -54.133
10093.2     89.637   -55.584
10240.0     89.898   -57.705
10388.9     90.079   -60.368
10540.1     90.164   -63.271
10693.4     90.170   -66.148
10848.9     90.134   -68.883
11006.7     90.083   -71.521
11166.8     90.024   -74.164
11329.2     89.951   -76.893
11494.0     89.846   -79.736
11661.2     89.688   -82.620
11830.8     89.472   -85.407
12002.9     89.211   -87.992
12177.5     88.921   -90.331
12354.6     88.622   -92.431
12534.3     88.325   -94.358
12716.6     88.022   -96.140
12901.6     87.716   -97.765
13089.2     87.412   -99.237
13279.6     87.112  -100.559
13472.8     86.829  -101.755
13668.8     86.570  -102.891
13867.6     86.331  -104.027
14069.3     86.111  -105.208
14273.9     85.903  -106.474
14481.5     85.696  -107.816
14692.2     85.499  -109.236
14905.9     85.319  -110.827
15122.7     85.137  -112.675
15342.7     84.942  -114.826
15565.8     84.703  -117.288
15792.2     84.380  -119.926
16021.9     83.955  -122.482
16255.0     83.421  -124.620
16491.4     82.801  -125.941
16731.3     82.191  -126.218
16974.7     81.757  -125.901
17221.6     81.521  -125.868
17472.1     81.415  -126.719
17726.2     81.366  -128.934
17984.0     81.140  -132.368
18245.6     80.637  -136.024
18511.0     79.919  -139.099
18780.2     79.023  -141.170
19053.4     78.112  -142.291
19330.5     77.252  -142.963
19611.7     76.382  -143.423
19897.0     75.457  -143.501
20186.4     74.393  -142.675
20480.0     73.237  -140.466
20777.9     72.046  -136.732
21080.1     70.926  -131.509
21386.7     70.017  -125.122
21697.8     69.341  -117.953
22013.4     68.931  -110.272
22333.6     68.825  -102.427
22658.4     69.065   -95.019
22988.0     69.594   -88.843
23322.4     70.207   -84.321
23661.6     70.778   -81.336
24005.8     71.234   -79.456
24355.0     71.555   -77.970
24709.2     71.823   -76.311
25068.6     72.127   -74.361
25433.2     72.527   -72.295
25803.2     73.054   -70.395
26178.5     73.725   -68.954
26559.3     74.557   -68.389
26945.6     75.484   -69.186
27337.5     76.403   -71.674
27735.2     77.213   -75.974
28138.6     77.827   -81.915
28547.9     78.195   -89.069
28963.1     78.292   -96.922
29384.4     78.102  -104.936
29811.8     77.634  -112.569
30245.4     76.886  -119.240
30685.3     75.886  -124.295
31131.7     74.757  -127.434
31584.5     73.626  -128.872
32043.9     72.664  -129.330
32510.0     71.961  -129.971
32982.8     71.412  -131.860
33462.6     70.761  -135.240
33949.3     69.810  -139.222
34443.1     68.390  -141.851
34944.1     66.309  -139.851
35452.4     63.751  -129.908
35968.0     61.573  -111.746
36491.2     61.043   -89.133
37022.0     62.838   -67.855
37560.5     65.375   -52.999
38106.8     67.489   -46.745
38661.1     69.026   -48.174
39223.4     69.887   -52.728
39793.9     70.290   -57.745
