Freq[Hz]     dBSPL  Phase[Deg]
187.545     67.267  -168.231
190.273     67.627  -169.198
193.041     67.992  -170.271
195.849     68.351  -171.494
198.697     68.693  -172.881
201.587     69.005  -174.407
204.520     69.274  -175.993
207.494     69.506  -177.557
210.512     69.698  -179.032
213.574     69.857   179.663
216.681     69.992   178.585
219.833     70.111   177.791
223.030     70.238   177.305
226.274     70.385   177.111
229.565     70.574   177.185
232.905     70.837   177.403
236.292     71.185   177.557
239.729     71.620   177.357
243.216     72.092   176.499
246.754     72.509   174.905
250.343     72.806   172.783
253.984     72.932   170.615
257.678     72.903   169.051
261.426     72.809   168.562
265.229     72.781   169.190
269.087     72.933   170.538
273.001     73.313   171.902
276.972     73.851   172.589
281.000     74.418   172.243
285.088     74.903   170.955
289.234     75.242   169.178
293.441     75.440   167.519
297.709     75.562   166.438
302.040     75.703   166.037
306.433     75.936   166.063
310.890     76.265   166.151
315.412     76.674   165.968
320.000     77.104   165.318
324.655     77.502   164.259
329.377     77.856   162.972
334.168     78.164   161.633
339.028     78.448   160.353
343.959     78.717   159.181
348.962     78.994   158.113
354.038     79.290   157.064
359.188     79.595   155.968
364.412     79.910   154.781
369.713     80.222   153.477
375.090     80.530   152.063
380.546     80.831   150.524
386.081     81.115   148.875
391.697     81.387   147.120
397.394     81.634   145.241
403.175     81.843   143.285
409.039     82.007   141.345
414.989     82.130   139.526
421.025     82.226   137.910
427.149     82.311   136.520
433.362     82.402   135.332
439.665     82.506   134.277
446.060     82.616   133.309
452.548     82.732   132.428
459.131     82.857   131.634
465.809     83.001   130.903
472.584     83.173   130.145
479.458     83.354   129.262
486.432     83.520   128.243
493.507     83.647   127.194
500.686     83.734   126.294
507.968     83.809   125.686
515.357     83.904   125.384
522.853     84.055   125.261
530.458     84.259   125.121
538.174     84.493   124.843
546.002     84.740   124.385
553.943     84.978   123.786
562.001     85.199   123.148
570.175     85.415   122.551
578.469     85.633   122.036
586.883     85.870   121.614
595.419     86.143   121.226
604.080     86.454   120.793
612.866     86.810   120.215
621.780     87.207   119.342
630.824     87.620   118.054
640.000     88.017   116.313
649.309     88.366   114.164
658.753     88.646   111.731
668.335     88.845   109.197
678.056     88.963   106.791
687.919     89.030   104.684
697.925     89.074   102.944
708.077     89.127   101.557
718.376     89.217   100.404
728.825     89.348    99.319
739.426     89.511    98.169
750.181     89.689    96.865
761.093     89.859    95.388
772.163     89.999    93.825
783.394     90.114    92.282
794.789     90.212    90.828
806.349     90.305    89.495
818.078     90.405    88.266
829.977     90.517    87.106
842.050     90.647    85.961
854.298     90.788    84.789
866.724     90.939    83.590
879.330     91.111    82.307
892.120     91.289    80.885
905.097     91.469    79.301
918.262     91.640    77.524
931.618     91.783    75.580
945.169     91.891    73.545
958.917     91.961    71.505
972.864     92.000    69.532
987.015     92.019    67.655
1001.37     92.023    65.876
1015.94     92.017    64.185
1030.71     91.996    62.581
1045.71     91.962    61.093
1060.92     91.920    59.742
1076.35     91.877    58.534
1092.00     91.838    57.459
1107.89     91.810    56.486
1124.00     91.791    55.587
1140.35     91.778    54.769
1156.94     91.780    54.029
1173.77     91.803    53.334
1190.84     91.849    52.630
1208.16     91.919    51.842
1225.73     91.998    50.912
1243.56     92.073    49.844
1261.65     92.133    48.670
1280.00     92.172    47.444
1298.62     92.188    46.248
1317.51     92.190    45.143
1336.67     92.190    44.152
1356.11     92.200    43.263
1375.84     92.235    42.408
1395.85     92.296    41.473
1416.15     92.368    40.363
1436.75     92.424    39.068
1457.65     92.445    37.676
1478.85     92.430    36.318
1500.36     92.388    35.108
1522.19     92.345    34.087
1544.33     92.325    33.190
1566.79     92.336    32.285
1589.58     92.364    31.254
1612.70     92.388    30.068
1636.16     92.397    28.751
1659.95     92.378    27.353
1684.10     92.333    25.945
1708.60     92.267    24.549
1733.45     92.172    23.188
1758.66     92.047    21.919
1784.24     91.892    20.802
1810.19     91.705    19.938
1836.52     91.511    19.394
1863.24     91.324    19.182
1890.34     91.168    19.280
1917.83     91.072    19.564
1945.73     91.035    19.874
1974.03     91.055    20.071
2002.74     91.119    20.011
2031.87     91.190    19.631
2061.43     91.245    18.972
2091.41     91.267    18.125
2121.83     91.248    17.212
2152.69     91.191    16.351
2184.01     91.113    15.610
2215.77     91.018    15.025
2248.00     90.926    14.600
2280.70     90.842    14.294
2313.87     90.771    14.071
2347.53     90.717    13.880
2381.68     90.675    13.671
2416.32     90.633    13.438
2451.46     90.593    13.197
2487.12     90.548    12.967
2523.30     90.506    12.763
2560.00     90.470    12.570
2597.24     90.440    12.353
2635.01     90.410    12.078
2673.34     90.364    11.769
2712.23     90.297    11.500
2751.68     90.212    11.348
2791.70     90.117    11.387
2832.31     90.033    11.639
2873.50     89.979    12.059
2915.30     89.968    12.543
2957.70     90.000    12.966
3000.72     90.058    13.234
3044.37     90.130    13.303
3088.65     90.190    13.195
3133.58     90.231    13.001
3179.16     90.260    12.778
3225.40     90.276    12.562
3272.31     90.288    12.376
3319.91     90.300    12.199
3368.20     90.303    12.034
3417.19     90.296    11.937
3466.89     90.285    11.964
3517.32     90.291    12.124
3568.48     90.325    12.366
3620.39     90.400    12.606
3673.05     90.521    12.703
3726.47     90.667    12.531
3780.67     90.817    12.039
3835.67     90.950    11.223
3891.46     91.043    10.132
3948.06     91.074     8.902
4005.49     91.047     7.682
4063.75     90.962     6.609
4122.86     90.829     5.835
4182.82     90.681     5.445
4243.66     90.548     5.407
4305.39     90.450     5.636
4368.01     90.409     5.979
4431.55     90.420     6.250
4496.01     90.459     6.316
4561.40     90.494     6.149
4627.75     90.498     5.834
4695.06     90.457     5.532
4763.35     90.379     5.430
4832.64     90.292     5.645
4902.93     90.232     6.167
4974.24     90.228     6.881
5046.60     90.297     7.581
5120.00     90.417     8.068
5194.47     90.558     8.255
5270.03     90.690     8.157
5346.68     90.792     7.887
5424.45     90.863     7.601
5503.35     90.925     7.399
5583.40     91.004     7.268
5664.61     91.113     7.092
5747.01     91.243     6.747
5830.60     91.377     6.149
5915.41     91.481     5.315
6001.45     91.541     4.368
6088.74     91.558     3.450
6177.30     91.542     2.677
6267.15     91.520     2.088
6358.31     91.509     1.625
6450.80     91.510     1.210
6544.62     91.520     0.790
6639.82     91.523     0.363
6736.40     91.520    -0.025
6834.38     91.513    -0.330
6933.79     91.517    -0.543
7034.64     91.543    -0.718
7136.96     91.591    -0.931
7240.77     91.652    -1.234
7346.09     91.717    -1.645
7452.94     91.779    -2.142
7561.35     91.836    -2.703
7671.33     91.893    -3.320
7782.91     91.950    -4.019
7896.12     92.002    -4.827
8010.97     92.035    -5.725
8127.49     92.050    -6.674
8245.71     92.041    -7.641
8365.65     92.010    -8.580
8487.33     91.962    -9.454
8610.78     91.903   -10.271
8736.03     91.824   -11.016
8863.09     91.731   -11.647
8992.01     91.623   -12.133
9122.80     91.503   -12.418
9255.50     91.387   -12.461
9390.12     91.292   -12.275
9526.70     91.231   -11.909
9665.27     91.221   -11.467
9805.86     91.260   -11.079
9948.49     91.336   -10.842
10093.2     91.432   -10.807
10240.0     91.534   -10.972
10388.9     91.631   -11.306
10540.1     91.724   -11.781
10693.4     91.809   -12.390
10848.9     91.880   -13.132
11006.7     91.922   -13.954
11166.8     91.938   -14.777
11329.2     91.926   -15.525
11494.0     91.897   -16.112
11661.2     91.879   -16.535
11830.8     91.881   -16.862
12002.9     91.906   -17.158
12177.5     91.962   -17.518
12354.6     92.027   -17.998
12534.3     92.098   -18.599
12716.6     92.170   -19.334
12901.6     92.232   -20.191
13089.2     92.284   -21.147
13279.6     92.321   -22.187
13472.8     92.340   -23.285
13668.8     92.336   -24.396
13867.6     92.312   -25.467
14069.3     92.276   -26.469
14273.9     92.237   -27.396
14481.5     92.205   -28.281
14692.2     92.187   -29.216
14905.9     92.166   -30.261
15122.7     92.130   -31.435
15342.7     92.057   -32.694
15565.8     91.935   -33.918
15792.2     91.765   -34.963
16021.9     91.562   -35.715
16255.0     91.342   -36.113
16491.4     91.126   -36.132
16731.3     90.935   -35.783
16974.7     90.792   -35.134
17221.6     90.711   -34.302
17472.1     90.704   -33.438
17726.2     90.761   -32.704
17984.0     90.857   -32.198
18245.6     90.967   -31.916
18511.0     91.080   -31.786
18780.2     91.200   -31.751
19053.4     91.337   -31.803
19330.5     91.498   -31.997
19611.7     91.670   -32.409
19897.0     91.829   -33.033
20186.4     91.955   -33.737
20480.0     92.059   -34.335
20777.9     92.185   -34.739
21080.1     92.381   -35.062
21386.7     92.668   -35.578
21697.8     93.026   -36.619
22013.4     93.398   -38.417
22333.6     93.711   -40.965
22658.4     93.919   -44.016
22988.0     94.018   -47.238
23322.4     94.024   -50.361
23661.6     93.972   -53.238
24005.8     93.891   -55.853
24355.0     93.794   -58.236
24709.2     93.696   -60.429
25068.6     93.603   -62.481
25433.2     93.522   -64.426
25803.2     93.466   -66.335
26178.5     93.441   -68.335
26559.3     93.438   -70.557
26945.6     93.437   -73.099
27337.5     93.409   -75.993
27735.2     93.325   -79.172
28138.6     93.164   -82.490
28547.9     92.919   -85.763
28963.1     92.598   -88.814
29384.4     92.219   -91.519
29811.8     91.804   -93.808
30245.4     91.379   -95.669
30685.3     90.970   -97.168
31131.7     90.591   -98.404
31584.5     90.261   -99.528
32043.9     89.972  -100.719
32510.0     89.701  -102.094
32982.8     89.421  -103.684
33462.6     89.100  -105.430
33949.3     88.712  -107.166
34443.1     88.248  -108.655
34944.1     87.723  -109.666
35452.4     87.172  -110.062
35968.0     86.636  -109.823
36491.2     86.168  -109.067
37022.0     85.804  -108.053
37560.5     85.540  -107.049
38106.8     85.373  -106.264
38661.1     85.266  -105.791
39223.4     85.198  -105.558
39793.9     85.158  -105.467
